amount,account_age,holder_age,account_balance,transaction_time,entry_type,gender,broswer,avs,cvv,connection_type,card_number,account_type,location,bank,label
2206,2903,55,4482,9,online,female,Safari/537.36,n,6894,https,657,credit,Bulawayo,Steward Bank,False
4351,7054,55,5901,5,online,male,Chrome/41.0.2272.89,y,1247,https,977,debit,Marondera,CBZ Bank,False
10584,4974,37,4514,3,chip,female,Chrome/41.0.2272.89,y,3848,https,992,debit,Hwange,FBC Bank,False
2086,10254,24,1122,4,magnetic strip,male,AppleWebKit/537.36,y,6684,http,509,debit,Harare,BANC ABC,False
2252,1171,42,859,9,chip,female,Mozilla/5.0,y,4454,https,831,debit,Rusape,Agribank,False
4748,8212,49,3133,8,online,male,Chrome/41.0.2272.89,y,5397,http,736,debit,Harare,Steward Bank,False
4585,152,52,1389,1,online,female,Chrome/41.0.2272.89,n,5265,http,131,debit,Gweru,Agribank,False
9853,1500,55,900,9,magnetic strip,female,lk/41.0.2272.89,y,3669,https,389,debit,Gweru,FBC Bank,False
10138,2400,44,506,13,online,female,Mozilla/5.0,y,5071,http,688,credit,Bulawayo,Agribank,False
14051,2852,52,1611,13,chip,male,AppleWebKit/537.36,y,6483,http,181,credit,Kwekwe,Agribank,False
7349,2896,39,1607,10,online,male,Safari/537.36,y,9513,http,881,debit,Marondera,Agribank,False
12595,1861,35,5379,6,online,female,Chrome/41.0.2272.89,y,4060,https,700,credit,Hwange,Agribank,False
10885,2159,24,4625,3,chip,male,Mozilla/5.0,n,2635,http,428,debit,Harare,BANC ABC,False
3624,503,37,5379,5,online,male,Chrome/41.0.2272.89,n,7394,http,569,credit,Gweru,FBC Bank,False
8865,3027,24,2950,12,chip,male,Chrome/41.0.2272.89,n,2655,https,777,debit,Kwekwe,CBZ Bank,False
10695,8066,38,4536,10,chip,female,Chrome/41.0.2272.89,n,3555,https,441,debit,Harare,First Capital Bank,False
10432,9808,53,501,12,chip,female,Mozilla/5.0,n,6880,http,951,credit,Marondera,Agribank,False
9470,4219,49,1880,9,magnetic strip,female,Mozilla/5.0,y,4090,https,377,credit,Harare,First Capital Bank,False
11374,2943,31,4047,5,chip,male,Mozilla/5.0,n,7479,https,770,debit,Bulawayo,Agribank,False
13546,5977,28,4654,7,chip,female,Safari/537.36,n,2187,http,675,debit,Harare,Agribank,False
2924,2712,41,3738,8,chip,female,Chrome/41.0.2272.89,n,9544,https,345,credit,Bulawayo,Steward Bank,False
6180,6198,50,1054,10,magnetic strip,female,Chrome/41.0.2272.89,y,7876,http,859,debit,Kwekwe,CBZ Bank,False
4987,5712,42,4085,8,online,male,Mozilla/5.0,y,1060,http,939,credit,Gweru,Agribank,False
5563,5677,24,5832,1,magnetic strip,female,Chrome/41.0.2272.89,n,1209,http,518,debit,Bulawayo,Agribank,False
10043,6583,50,1137,10,online,male,Mozilla/5.0,y,1067,https,631,debit,Harare,Agribank,False
3236,2107,43,4605,12,online,male,Chrome/41.0.2272.89,n,4502,https,821,credit,Gweru,Agribank,False
1670,1814,38,3150,6,online,male,AppleWebKit/537.36,n,5834,http,171,credit,Bulawayo,Agribank,False
3884,7148,41,4152,10,magnetic strip,female,Mozilla/5.0,y,9738,https,370,credit,Kwekwe,First Capital Bank,False
2866,629,38,5526,2,online,female,Chrome/41.0.2272.89,y,2925,https,182,debit,Marondera,Steward Bank,False
11867,263,38,5664,12,chip,female,Chrome/41.0.2272.89,n,7704,https,594,credit,Bulawayo,Agribank,False
13150,911,36,4085,11,magnetic strip,female,Mozilla/5.0,y,3498,https,156,credit,Gweru,Agribank,False
7295,9395,46,700,1,online,male,Mozilla/5.0,n,4851,http,352,credit,Bulawayo,Agribank,False
9928,4499,40,5793,6,chip,male,Mozilla/5.0,n,2371,https,886,credit,Hwange,CBZ Bank,False
7345,1946,46,4739,3,online,female,Chrome/41.0.2272.89,y,9160,https,796,debit,Harare,Agribank,False
8231,3542,54,780,7,magnetic strip,female,Chrome/41.0.2272.89,n,4245,http,367,debit,Gweru,Agribank,False
1446,1962,25,4176,1,online,male,Mozilla/5.0,n,8242,https,174,debit,Bulawayo,Agribank,False
4138,401,41,577,9,chip,female,Mozilla/5.0,n,4360,http,257,debit,Bindura,Agribank,False
6188,5257,36,5835,2,online,female,Mozilla/5.0,n,9420,https,316,credit,Bulawayo,First Capital Bank,False
4605,958,45,4679,6,magnetic strip,male,Chrome/41.0.2272.89,n,8670,https,804,credit,Bulawayo,CBZ Bank,False
14114,5370,53,1694,7,magnetic strip,male,Chrome/41.0.2272.89,y,4992,https,540,credit,Bulawayo,Steward Bank,False
4811,8778,56,4022,12,chip,female,Chrome/41.0.2272.89,y,9794,http,303,debit,Marondera,CBZ Bank,False
9313,4536,38,2463,1,magnetic strip,female,Mozilla/5.0,y,2050,https,255,debit,Bulawayo,Agribank,False
12958,7419,36,3954,10,online,male,Chrome/41.0.2272.89,n,5495,http,391,credit,Harare,Agribank,False
12546,443,43,5166,6,online,male,Chrome/41.0.2272.89,n,4277,https,885,debit,Bulawayo,Agribank,False
11407,8089,49,2710,11,chip,male,Safari/537.36,y,8264,https,456,debit,Kwekwe,Agribank,False
14144,8960,35,1028,12,magnetic strip,male,Mozilla/5.0,n,8690,http,350,debit,Gweru,Agribank,False
12239,3020,42,655,1,magnetic strip,female,AppleWebKit/537.36,n,9644,https,752,debit,Bulawayo,Steward Bank,False
8609,1088,49,203,6,online,female,Chrome/41.0.2272.89,n,2347,http,622,credit,Kwekwe,Agribank,False
14485,10430,49,4231,6,magnetic strip,female,Safari/537.36,n,5688,https,962,debit,Marondera,Steward Bank,False
13126,10363,27,4676,1,chip,female,Mozilla/5.0,n,9846,http,484,debit,Kwekwe,Agribank,False
2906,4091,42,2257,9,chip,female,Chrome/41.0.2272.89,y,3414,https,249,debit,Harare,Steward Bank,False
2299,967,39,1949,3,chip,female,Safari/537.36,y,3455,http,792,debit,Gweru,CBZ Bank,False
11071,8274,48,1004,6,online,male,AppleWebKit/537.36,y,4263,https,418,credit,Bulawayo,Steward Bank,False
3309,1990,50,4446,7,magnetic strip,female,Safari/537.36,y,1185,http,726,credit,Harare,FBC Bank,False
8930,10598,51,436,11,chip,male,Chrome/41.0.2272.89,n,8607,https,389,debit,Bulawayo,Agribank,False
14403,3579,40,5719,13,magnetic strip,female,Mozilla/5.0,n,8676,https,829,credit,Bulawayo,Agribank,False
812,4664,37,3784,13,chip,female,Mozilla/5.0,n,3387,http,251,credit,Hwange,Agribank,False
2415,614,56,3730,13,magnetic strip,female,Safari/537.36,y,4353,http,973,credit,Bulawayo,Agribank,False
11461,7700,31,4251,12,magnetic strip,female,Mozilla/5.0,y,4617,https,861,debit,Marondera,BANC ABC,False
14881,8279,44,2997,11,magnetic strip,female,Mozilla/5.0,n,8985,https,577,debit,Bulawayo,Steward Bank,False
4948,4253,47,5548,8,chip,female,Mozilla/5.0,y,6290,http,743,credit,Harare,Agribank,False
12213,10865,44,361,11,online,female,Mozilla/5.0,n,8014,https,794,credit,Bulawayo,Steward Bank,False
2023,10260,46,4870,8,chip,female,Chrome/41.0.2272.89,y,5358,https,582,credit,Gweru,Agribank,False
9269,139,29,189,12,online,female,Mozilla/5.0,y,9575,http,938,debit,Marondera,CBZ Bank,False
13612,2744,53,5084,7,online,female,Safari/537.36,y,6362,http,775,debit,Gweru,BANC ABC,False
8321,863,28,1497,3,online,female,Mozilla/5.0,n,7157,http,921,debit,Harare,Agribank,False
14207,10569,37,2424,12,online,female,Chrome/41.0.2272.89,n,6433,http,448,debit,Harare,Steward Bank,False
6507,7095,42,415,3,online,female,Chrome/41.0.2272.89,y,8474,http,520,debit,Bulawayo,CBZ Bank,False
9209,10096,54,5146,7,chip,female,Mozilla/5.0,n,3093,https,117,debit,Bindura,Agribank,False
13445,8064,46,5432,5,online,female,Mozilla/5.0,y,2965,https,505,credit,Hwange,FBC Bank,False
5453,5450,41,3122,11,chip,male,Chrome/41.0.2272.89,y,3017,http,841,debit,Harare,Agribank,False
14956,1286,48,169,1,chip,male,Chrome/41.0.2272.89,n,2553,https,406,credit,Bulawayo,Agribank,False
7149,5852,54,4432,2,online,female,Safari/537.36,y,6261,http,951,debit,Hwange,FBC Bank,False
7196,468,29,1156,10,online,female,Chrome/41.0.2272.89,y,4079,https,532,debit,Kwekwe,Agribank,False
11075,1062,54,628,6,magnetic strip,male,Mozilla/5.0,y,9473,https,128,debit,Rusape,CBZ Bank,False
5332,8586,49,312,11,online,male,Mozilla/5.0,y,4141,https,728,debit,Gweru,FBC Bank,False
10168,1278,32,3752,11,online,female,Chrome/41.0.2272.89,y,1756,http,593,debit,Hwange,Agribank,False
10978,6214,32,4496,9,chip,female,Mozilla/5.0,y,9548,https,289,debit,Harare,Agribank,False
12080,8448,33,5094,12,chip,female,Mozilla/5.0,n,8804,http,494,credit,Gweru,Agribank,False
9993,8669,29,3350,2,chip,male,Chrome/41.0.2272.89,n,9815,http,400,debit,Rusape,FBC Bank,False
12601,10545,47,2936,9,magnetic strip,male,Chrome/41.0.2272.89,y,8334,https,974,credit,Kwekwe,Steward Bank,False
7342,1151,31,3410,7,chip,female,Safari/537.36,y,4873,https,736,debit,Harare,Agribank,False
10930,6106,33,3614,13,chip,female,Safari/537.36,n,2865,http,654,debit,Gweru,Agribank,False
14946,6709,44,2532,7,chip,female,Safari/537.36,y,6814,https,118,debit,Hwange,BANC ABC,False
3781,1874,25,2313,3,magnetic strip,male,Mozilla/5.0,n,6480,https,464,debit,Gweru,Steward Bank,False
10278,847,50,450,7,chip,female,Mozilla/5.0,n,3124,http,239,debit,Gweru,Agribank,False
7239,6599,44,5415,10,chip,female,Mozilla/5.0,y,3511,http,379,credit,Marondera,CBZ Bank,False
9670,1892,54,4085,9,online,male,Mozilla/5.0,n,7355,https,635,credit,Harare,First Capital Bank,False
5468,3078,50,860,4,magnetic strip,female,Mozilla/5.0,n,5973,https,472,debit,Bulawayo,CBZ Bank,False
11256,1350,46,5701,13,chip,male,Safari/537.36,n,7929,https,308,credit,Bulawayo,FBC Bank,False
9636,8761,27,2828,9,magnetic strip,male,Mozilla/5.0,y,1816,http,519,debit,Kwekwe,FBC Bank,False
4239,7784,24,5802,3,magnetic strip,male,Safari/537.36,y,8152,http,297,debit,Bulawayo,Agribank,False
12084,9221,25,5757,3,online,male,Chrome/41.0.2272.89,y,3523,https,645,credit,Hwange,Agribank,False
14755,7109,57,5049,11,chip,male,Chrome/41.0.2272.89,n,8085,http,430,debit,Harare,FBC Bank,False
4521,6384,55,3201,10,online,female,Mozilla/5.0,n,1012,https,518,debit,Bulawayo,FBC Bank,False
10212,10316,49,4108,11,online,male,Mozilla/5.0,n,5621,http,316,credit,Harare,Agribank,False
14665,794,25,4666,13,online,male,Chrome/41.0.2272.89,y,7549,http,898,credit,Rusape,First Capital Bank,False
3961,1763,27,1774,13,online,female,Mozilla/5.0,y,7001,https,399,debit,Harare,BANC ABC,False
2208,833,32,632,8,magnetic strip,female,Chrome/41.0.2272.89,y,8338,http,168,credit,Bulawayo,CBZ Bank,False
14621,875,31,1451,1,magnetic strip,male,Safari/537.36,y,3186,https,493,credit,Kwekwe,FBC Bank,False
3619,9623,32,5436,5,online,female,Chrome/41.0.2272.89,y,6933,https,662,debit,Harare,Agribank,False
2054,7423,57,2956,9,online,female,Mozilla/5.0,y,5558,http,631,debit,Kwekwe,BANC ABC,False
12782,7835,46,2337,5,online,female,Mozilla/5.0,n,1488,http,136,debit,Bulawayo,First Capital Bank,False
12077,180,25,473,1,online,female,Safari/537.36,y,7860,https,984,credit,Harare,First Capital Bank,False
13688,3866,45,676,4,chip,male,Chrome/41.0.2272.89,n,2706,https,889,credit,Bindura,First Capital Bank,False
1300,2603,38,5774,13,online,male,Chrome/41.0.2272.89,n,9680,http,675,debit,Bulawayo,BANC ABC,False
5065,4097,34,2972,6,magnetic strip,female,Mozilla/5.0,y,3605,http,308,credit,Marondera,FBC Bank,False
5160,7457,27,4549,9,online,female,Mozilla/5.0,n,9616,http,171,debit,Harare,BANC ABC,False
10927,9182,43,2995,4,online,female,Mozilla/5.0,y,8119,http,645,credit,Rusape,FBC Bank,False
14646,9479,46,2903,13,chip,female,Chrome/41.0.2272.89,n,2423,http,625,credit,Bulawayo,BANC ABC,False
8135,6247,35,5524,12,chip,male,Chrome/41.0.2272.89,n,2397,http,191,debit,Hwange,Steward Bank,False
10472,3475,46,976,4,online,female,Mozilla/5.0,y,8438,http,273,debit,Hwange,BANC ABC,False
5757,9671,33,3816,13,online,female,Mozilla/5.0,y,9453,http,614,credit,Hwange,Agribank,False
1613,6281,30,964,5,online,female,Mozilla/5.0,y,1457,http,216,debit,Harare,Agribank,False
12986,1083,34,997,5,chip,female,Mozilla/5.0,n,9508,http,538,credit,Hwange,FBC Bank,False
5530,293,50,2819,11,chip,male,Mozilla/5.0,n,4149,http,131,credit,Bulawayo,Agribank,False
10152,6461,39,3164,5,online,male,Safari/537.36,y,8631,http,985,debit,Harare,FBC Bank,False
9151,4458,50,273,8,chip,male,Safari/537.36,y,3351,http,667,debit,Gweru,Steward Bank,False
7440,2831,55,4216,1,magnetic strip,female,Mozilla/5.0,n,9392,http,447,credit,Bulawayo,First Capital Bank,False
8282,10344,39,196,5,magnetic strip,female,AppleWebKit/537.36,y,5499,http,711,credit,Bindura,First Capital Bank,False
6665,9240,46,888,12,chip,female,Safari/537.36,y,2569,http,601,debit,Bindura,Agribank,False
3506,3539,45,4894,13,chip,female,Safari/537.36,y,7798,http,446,credit,Gweru,Steward Bank,False
1020,10601,49,2541,4,online,female,Chrome/41.0.2272.89,y,5379,http,131,debit,Bulawayo,CBZ Bank,False
8959,822,44,1042,2,chip,male,Safari/537.36,y,6161,http,946,credit,Kwekwe,Steward Bank,False
7655,2519,34,1766,4,chip,female,Chrome/41.0.2272.89,y,3049,http,473,debit,Bulawayo,Agribank,False
5633,1548,28,351,9,magnetic strip,male,Chrome/41.0.2272.89,n,6874,https,491,credit,Bulawayo,FBC Bank,False
2510,6720,48,4218,10,chip,female,Chrome/41.0.2272.89,y,7250,https,133,debit,Harare,Agribank,False
9613,1479,43,4393,2,magnetic strip,male,Mozilla/5.0,y,6099,https,224,credit,Kwekwe,First Capital Bank,False
10211,3100,48,200,4,chip,female,Chrome/41.0.2272.89,n,5914,http,261,debit,Bulawayo,Agribank,False
442,7547,24,1876,11,chip,female,Safari/537.36,y,2748,https,542,credit,Harare,BANC ABC,False
6772,10061,54,3855,4,magnetic strip,male,Safari/537.36,n,6927,https,208,credit,Harare,Agribank,False
3581,8121,57,4193,8,magnetic strip,female,Safari/537.36,y,4845,http,226,credit,Bulawayo,FBC Bank,False
4842,1454,27,3086,2,online,male,Safari/537.36,y,9039,https,415,credit,Marondera,Agribank,False
14705,10076,30,5198,11,online,male,Mozilla/5.0,n,9377,https,838,credit,Bulawayo,Agribank,False
617,8135,40,2581,4,online,female,Chrome/41.0.2272.89,y,5621,https,126,debit,Bulawayo,FBC Bank,False
14077,8013,34,3461,12,online,female,AppleWebKit/537.36,y,1896,https,207,credit,Gweru,CBZ Bank,False
10703,1767,31,5710,4,chip,female,Chrome/41.0.2272.89,y,2085,https,609,debit,Kwekwe,BANC ABC,False
8234,6396,51,1564,9,online,female,Mozilla/5.0,y,6389,http,275,debit,Harare,First Capital Bank,False
12814,10788,44,2692,8,chip,male,Safari/537.36,n,9756,https,531,debit,Harare,BANC ABC,False
420,8263,29,2960,6,chip,female,Safari/537.36,y,9152,http,563,debit,Gweru,FBC Bank,False
8485,9583,27,4055,9,online,male,Linux x86_64,y,9258,http,512,credit,Rusape,FBC Bank,False
14181,10069,26,444,4,chip,male,Safari/537.36,n,7466,http,248,debit,Harare,FBC Bank,False
4993,6235,50,4141,6,magnetic strip,male,Chrome/41.0.2272.89,y,3578,https,623,credit,Bulawayo,FBC Bank,False
10267,6993,40,2502,5,magnetic strip,female,Chrome/41.0.2272.89,y,9118,https,200,debit,Rusape,BANC ABC,False
6776,4638,40,4746,11,online,female,Chrome/41.0.2272.89,n,5639,https,873,credit,Bulawayo,Agribank,False
1118,4877,29,3795,3,online,male,Chrome/41.0.2272.89,y,1290,https,758,debit,Harare,FBC Bank,False
3113,4784,27,2340,4,online,male,AppleWebKit/537.36,n,5922,https,576,credit,Kwekwe,Agribank,False
12714,10390,30,5161,13,chip,female,Mozilla/5.0,n,6535,http,748,debit,Bulawayo,Agribank,False
3427,2642,38,626,7,chip,male,AppleWebKit/537.36,n,1796,http,166,debit,Bulawayo,Agribank,False
3432,4579,43,998,13,chip,female,Mozilla/5.0,n,5300,http,292,debit,Marondera,Steward Bank,False
11581,4146,26,1082,7,online,female,Chrome/41.0.2272.89,n,2769,https,752,debit,Rusape,FBC Bank,False
11947,9218,52,1833,6,chip,female,Chrome/41.0.2272.89,n,6872,http,234,credit,Kwekwe,Agribank,False
9687,3546,32,4584,5,magnetic strip,male,lk/41.0.2272.89,n,9928,http,793,credit,Bulawayo,Steward Bank,False
744,5285,50,4608,10,chip,male,Mozilla/5.0,y,2057,https,255,credit,Marondera,CBZ Bank,False
12296,7412,30,2474,1,online,female,Mozilla/5.0,n,7404,https,717,credit,Bulawayo,FBC Bank,False
8106,1409,24,4116,2,chip,female,Safari/537.36,y,1770,https,242,credit,Kwekwe,Agribank,False
6425,3292,49,3746,11,chip,female,Mozilla/5.0,n,7630,https,251,credit,Harare,Agribank,False
2189,7683,35,3744,7,online,male,Mozilla/5.0,y,7575,http,427,credit,Gweru,Agribank,False
11920,9661,56,230,1,online,male,Chrome/41.0.2272.89,n,5282,https,210,credit,Harare,Steward Bank,False
14056,8251,49,874,13,chip,female,Chrome/41.0.2272.89,y,6955,http,612,credit,Kwekwe,Agribank,False
7782,6904,41,3153,13,online,male,Mozilla/5.0,n,5668,https,148,debit,Kwekwe,Agribank,False
7707,2943,55,260,4,chip,male,Mozilla/5.0,y,3679,http,887,debit,Bulawayo,CBZ Bank,False
8779,3768,36,1988,11,online,female,Mozilla/5.0,n,2991,https,372,credit,Harare,BANC ABC,False
2229,4286,29,5532,3,chip,male,Chrome/41.0.2272.89,y,1277,http,474,credit,Bulawayo,CBZ Bank,False
9467,4677,36,4929,7,chip,male,Mozilla/5.0,y,6740,https,350,credit,Harare,Agribank,False
8276,5414,42,1630,4,chip,female,Chrome/41.0.2272.89,n,2170,http,785,credit,Harare,Agribank,False
6633,6806,39,1206,3,chip,female,Safari/537.36,y,5780,http,570,debit,Bulawayo,Steward Bank,False
766,644,27,3207,9,chip,male,Safari/537.36,y,6247,https,140,credit,Harare,FBC Bank,False
438,7807,34,700,5,online,female,Chrome/41.0.2272.89,y,3110,https,948,credit,Harare,FBC Bank,False
733,1705,31,2885,7,chip,male,Linux x86_64,n,9784,http,916,debit,Harare,FBC Bank,False
8293,2230,36,230,6,chip,female,Chrome/41.0.2272.89,y,3928,https,272,credit,Bulawayo,Agribank,False
4798,8060,30,2453,11,chip,female,Safari/537.36,n,8160,http,207,debit,Bulawayo,Agribank,False
6312,10706,31,2017,1,chip,female,Mozilla/5.0,y,1949,https,899,credit,Hwange,Agribank,False
10166,4007,25,3840,8,chip,female,Chrome/41.0.2272.89,y,6845,https,787,credit,Kwekwe,First Capital Bank,False
6242,10792,55,594,8,magnetic strip,female,lk/41.0.2272.89,y,9045,https,207,credit,Bulawayo,BANC ABC,False
12835,9694,32,4166,10,chip,female,Chrome/41.0.2272.89,y,3236,https,452,credit,Kwekwe,Agribank,False
4078,390,53,4010,2,chip,female,Chrome/41.0.2272.89,y,2553,http,480,debit,Kwekwe,Agribank,False
4643,729,49,2354,1,online,male,Mozilla/5.0,n,7839,http,356,debit,Harare,First Capital Bank,False
10488,8664,31,5662,9,online,female,Linux x86_64,n,8010,http,680,credit,Hwange,CBZ Bank,False
13147,8851,37,3346,8,magnetic strip,female,Mozilla/5.0,n,6756,https,702,debit,Harare,CBZ Bank,False
8780,1820,57,5455,12,chip,male,Mozilla/5.0,n,3643,https,708,debit,Harare,BANC ABC,False
8318,817,40,5057,7,magnetic strip,female,lk/41.0.2272.89,y,7361,http,508,debit,Rusape,BANC ABC,False
6269,161,36,4258,12,online,female,Safari/537.36,n,5854,https,507,credit,Gweru,FBC Bank,False
4001,1595,32,510,5,chip,female,Chrome/41.0.2272.89,n,3206,https,937,credit,Harare,Agribank,False
2436,2889,28,2167,10,online,male,Chrome/41.0.2272.89,n,5970,https,472,credit,Hwange,Agribank,False
1070,3327,40,4480,7,magnetic strip,female,Chrome/41.0.2272.89,y,9057,http,691,credit,Kwekwe,FBC Bank,False
6926,2721,42,324,8,chip,female,lk/41.0.2272.89,y,2750,https,431,credit,Hwange,First Capital Bank,False
14292,8268,53,2473,1,online,female,Chrome/41.0.2272.89,n,6519,https,823,credit,Harare,BANC ABC,False
5520,8924,53,4775,3,online,female,AppleWebKit/537.36,y,4674,http,194,debit,Bulawayo,FBC Bank,False
4499,1343,31,5072,3,chip,female,Mozilla/5.0,y,1943,https,631,credit,Bulawayo,Agribank,False
12392,6105,26,973,1,online,male,AppleWebKit/537.36,n,4358,https,221,debit,Bulawayo,CBZ Bank,False
12396,9965,30,5614,12,chip,male,Chrome/41.0.2272.89,y,7002,http,162,debit,Rusape,CBZ Bank,False
5424,6906,40,4899,13,online,female,Mozilla/5.0,y,4816,https,904,debit,Bulawayo,Agribank,False
10122,4430,34,1253,12,online,male,Mozilla/5.0,n,3837,http,325,credit,Hwange,FBC Bank,False
12624,8199,31,5349,10,chip,female,Mozilla/5.0,y,5325,http,431,debit,Rusape,FBC Bank,False
14223,6144,30,5808,7,online,female,Mozilla/5.0,y,9393,https,870,credit,Harare,CBZ Bank,False
11983,8899,25,522,10,online,female,Chrome/41.0.2272.89,y,1599,https,668,credit,Bulawayo,Agribank,False
13361,8846,57,5741,7,online,female,Chrome/41.0.2272.89,n,6964,http,718,debit,Bindura,Agribank,False
7631,2594,57,280,13,magnetic strip,female,Chrome/41.0.2272.89,y,5678,https,778,credit,Bulawayo,Agribank,False
9936,4049,43,3552,2,magnetic strip,female,AppleWebKit/537.36,n,9302,https,229,credit,Hwange,Agribank,False
10622,5589,48,123,12,online,male,Mozilla/5.0,y,5203,https,597,debit,Bindura,Agribank,False
6702,10240,34,3478,1,chip,male,Safari/537.36,n,5513,https,429,credit,Rusape,BANC ABC,False
704,9965,47,3048,8,magnetic strip,female,Mozilla/5.0,n,5617,https,327,debit,Harare,BANC ABC,False
13798,5129,35,5436,1,online,female,Chrome/41.0.2272.89,n,9873,http,484,debit,Harare,First Capital Bank,False
3059,6303,38,2979,9,chip,male,Chrome/41.0.2272.89,n,2880,http,338,credit,Bulawayo,FBC Bank,False
13058,1921,49,3270,10,online,female,Safari/537.36,y,6124,http,193,credit,Marondera,CBZ Bank,False
2527,8078,50,3333,4,online,male,lk/41.0.2272.89,n,9946,https,763,credit,Harare,FBC Bank,False
3949,5283,27,4975,11,chip,male,Chrome/41.0.2272.89,n,6455,http,147,debit,Harare,Steward Bank,False
10350,3860,30,5514,12,online,female,Mozilla/5.0,n,9968,http,970,debit,Gweru,BANC ABC,False
10438,3084,51,5771,3,online,female,Mozilla/5.0,y,5307,https,450,credit,Bindura,Steward Bank,False
6979,10850,56,2295,5,chip,female,Chrome/41.0.2272.89,y,3727,https,818,debit,Kwekwe,Agribank,False
8973,5426,30,5371,4,online,male,Mozilla/5.0,y,1131,http,586,debit,Gweru,Agribank,False
851,789,57,5296,8,chip,female,Mozilla/5.0,y,3017,https,863,credit,Hwange,Agribank,False
1565,7347,57,3152,4,online,female,Chrome/41.0.2272.89,y,1950,http,956,debit,Kwekwe,FBC Bank,False
470,1601,43,3487,13,online,female,Mozilla/5.0,y,6210,http,879,credit,Kwekwe,Steward Bank,False
7013,4850,33,1555,1,chip,female,Mozilla/5.0,n,7740,http,581,credit,Harare,FBC Bank,False
4805,7584,54,3064,11,magnetic strip,male,Safari/537.36,y,4720,https,977,credit,Bulawayo,Agribank,False
6114,1639,33,5885,13,online,female,Chrome/41.0.2272.89,n,6686,http,984,credit,Gweru,Agribank,False
14427,4538,25,4530,4,chip,female,Chrome/41.0.2272.89,y,4504,http,849,credit,Hwange,Agribank,False
6750,9426,33,4803,6,magnetic strip,female,Mozilla/5.0,y,4374,http,332,debit,Hwange,Steward Bank,False
14649,7787,45,104,3,online,male,Mozilla/5.0,y,2437,http,808,credit,Bulawayo,BANC ABC,False
897,1168,56,613,4,online,female,Chrome/41.0.2272.89,y,6312,http,360,credit,Marondera,Agribank,False
8983,6145,48,741,6,online,male,Chrome/41.0.2272.89,n,7527,https,487,debit,Kwekwe,Agribank,False
2056,8035,41,1472,2,online,male,Safari/537.36,y,3908,http,159,credit,Harare,Agribank,False
845,1934,47,5342,7,chip,male,Mozilla/5.0,y,4607,https,308,debit,Kwekwe,Agribank,False
8380,9479,57,5017,1,chip,female,Mozilla/5.0,n,2091,http,990,debit,Bulawayo,BANC ABC,False
3670,10279,50,1610,9,chip,female,Linux x86_64,y,4214,https,575,credit,Harare,FBC Bank,False
1077,9956,26,2645,2,online,female,Chrome/41.0.2272.89,n,6060,https,831,debit,Bulawayo,Agribank,False
1150,2535,34,3474,7,online,female,Mozilla/5.0,n,4067,http,418,debit,Kwekwe,Agribank,False
7748,10930,50,2540,2,online,male,Safari/537.36,n,5169,https,151,debit,Bulawayo,Agribank,False
1172,2910,51,1212,9,chip,female,Mozilla/5.0,n,4071,https,883,debit,Harare,Agribank,False
8322,7290,33,3894,4,chip,female,Mozilla/5.0,n,8209,http,716,credit,Harare,Steward Bank,False
1904,8373,31,4298,1,chip,male,Mozilla/5.0,y,9399,http,278,debit,Kwekwe,Agribank,False
2724,1464,33,134,8,online,male,Mozilla/5.0,y,4947,https,972,debit,Bulawayo,BANC ABC,False
14282,7595,49,4101,6,magnetic strip,female,Safari/537.36,n,5252,http,840,credit,Bulawayo,Agribank,False
10968,1402,55,4681,7,chip,male,lk/41.0.2272.89,n,3007,http,810,debit,Bindura,First Capital Bank,False
592,7623,49,3984,12,online,male,Chrome/41.0.2272.89,n,6468,https,621,credit,Gweru,BANC ABC,False
14941,2944,25,5661,13,online,male,Mozilla/5.0,y,7719,http,342,debit,Bulawayo,FBC Bank,False
10833,9756,50,2673,9,online,female,Mozilla/5.0,y,6699,https,427,credit,Bindura,BANC ABC,False
2698,8691,29,2291,8,online,male,Chrome/41.0.2272.89,y,9009,https,186,debit,Gweru,FBC Bank,False
6663,7459,49,4555,11,chip,female,Mozilla/5.0,n,9116,https,253,debit,Bulawayo,CBZ Bank,False
9003,9972,24,2920,12,chip,female,Mozilla/5.0,y,1512,http,669,debit,Marondera,Agribank,False
8070,2257,35,1303,9,chip,male,Mozilla/5.0,n,1264,https,547,debit,Harare,BANC ABC,False
2926,7778,27,2783,7,magnetic strip,female,Mozilla/5.0,y,3626,https,394,credit,Kwekwe,BANC ABC,False
14332,10057,40,826,7,magnetic strip,female,Chrome/41.0.2272.89,y,7199,http,236,credit,Harare,Agribank,False
12863,5073,56,3689,6,online,female,Chrome/41.0.2272.89,n,3825,http,430,debit,Rusape,CBZ Bank,False
805,10419,41,3877,12,chip,male,Mozilla/5.0,n,1557,http,684,debit,Gweru,Agribank,False
3435,1964,55,3568,4,online,female,Mozilla/5.0,y,7009,http,436,credit,Bulawayo,CBZ Bank,False
8687,9068,46,2170,5,magnetic strip,male,AppleWebKit/537.36,n,1739,https,994,debit,Kwekwe,BANC ABC,False
9332,7519,24,2796,5,chip,male,Chrome/41.0.2272.89,n,1066,https,433,credit,Bulawayo,FBC Bank,False
7362,8141,44,2246,1,magnetic strip,male,Mozilla/5.0,n,4516,https,328,credit,Bindura,Agribank,False
1851,7650,29,3659,9,magnetic strip,male,Mozilla/5.0,y,6818,http,353,credit,Harare,BANC ABC,False
