feature0,feature1,feature2,feature3,feature4,age,feature5,cv_data,asv,cvv,Amount,CardNo,Label,location,card_type,bank
392.0,722.0,274.0,81.0,63.0,262.0,7.0,5.0,5.0,8.0,31.0,4124563.0,False,Harare,Credit,Cabs Bank
392.0,722.0,274.0,81.0,63.0,262.0,7.0,5.0,5.0,8.0,31.0,4124563.0,False,Kadoma,Debit,Banc ABC
389.0,312.0,316.0,30.0,123.0,2.0,3.0,4.0,6.0,3.0,109.0,4124563.0,False,Bulawayo,Credit,Cabs Bank
389.0,310.0,325.0,59.0,103.0,33.0,14.0,4.0,8.0,1.0,189.0,4124563.0,False,Harare,Credit,AgriBank
389.0,310.0,325.0,59.0,103.0,33.0,14.0,4.0,10.0,1.0,189.0,4124563.0,False,Bindura,Credit,FBC Bank
389.0,310.0,325.0,59.0,103.0,33.0,14.0,4.0,8.0,1.0,189.0,4124563.0,False,Bindura,Credit,Standard Bank
389.0,311.0,316.0,30.0,123.0,2.0,3.0,4.0,8.0,8.0,22.0,4124563.0,False,Bindura,Credit,FBC Bank
389.0,312.0,316.0,30.0,123.0,2.0,3.0,4.0,6.0,3.0,32.0,4124563.0,False,Nyanga,Credit,CBZ Bank
392.0,750.0,276.0,3.0,41.0,165.0,5.0,4.0,3.0,9.0,52.0,4124563.0,False,Bindura,Debit,AgriBank
392.0,715.0,270.0,118.0,17.0,68.0,1.0,4.0,2.0,6.0,27.0,4124563.0,False,Harare,Credit,Cabs Bank
392.0,750.0,276.0,1.0,42.0,167.0,5.0,4.0,3.0,9.0,10.0,4124563.0,False,Bulawayo,Debit,Cabs Bank
392.0,745.0,276.0,18.0,46.0,187.0,6.0,5.0,3.0,9.0,116.0,4124563.0,False,Nyanga,Credit,Cabs Bank
389.0,312.0,316.0,30.0,123.0,2.0,3.0,4.0,6.0,3.0,151.0,4124563.0,False,Harare,Credit,AgriBank
392.0,750.0,276.0,3.0,41.0,165.0,5.0,4.0,3.0,9.0,83.0,4124563.0,False,Kadoma,Credit,NMB Bank
389.0,311.0,316.0,30.0,123.0,2.0,3.0,4.0,8.0,8.0,20.0,4124563.0,False,Bulawayo,Credit,AgriBank
389.0,312.0,316.0,30.0,123.0,2.0,3.0,4.0,6.0,3.0,46.0,4124563.0,False,Nyanga,Credit,CBZ Bank
389.0,312.0,316.0,30.0,123.0,2.0,3.0,4.0,6.0,3.0,121.0,4124563.0,False,Harare,Credit,Banc ABC
392.0,722.0,274.0,81.0,63.0,262.0,7.0,5.0,5.0,8.0,30.0,4124563.0,False,Kadoma,Credit,Banc ABC
389.0,311.0,316.0,30.0,123.0,2.0,3.0,4.0,8.0,8.0,23.0,4124563.0,False,Bulawayo,Credit,FBC Bank
392.0,722.0,274.0,81.0,63.0,262.0,7.0,5.0,5.0,8.0,32.0,4124563.0,False,Harare,Credit,AgriBank
392.0,778.0,281.0,127.0,5.0,15.0,4.0,4.0,8.0,1.0,100.0,4124563.0,False,Kwekwe,Credit,FBC Bank
392.0,750.0,276.0,3.0,41.0,165.0,5.0,4.0,3.0,9.0,53.0,4124563.0,False,Kadoma,Credit,FBC Bank
392.0,718.0,270.0,107.0,19.0,77.0,1.0,4.0,2.0,6.0,49.0,4124563.0,False,Bulawayo,Debit,Banc ABC
389.0,312.0,316.0,30.0,123.0,2.0,3.0,4.0,6.0,3.0,139.0,4124563.0,False,Harare,Credit,Banc ABC
392.0,745.0,276.0,18.0,46.0,187.0,6.0,5.0,3.0,9.0,110.0,4124563.0,False,Harare,Credit,NMB Bank
392.0,722.0,274.0,81.0,63.0,262.0,7.0,5.0,5.0,8.0,30.0,4124563.0,False,Nyanga,Credit,FBC Bank
392.0,722.0,274.0,81.0,63.0,262.0,7.0,5.0,5.0,8.0,30.0,4124563.0,False,Hwange,Credit,Cabs Bank
389.0,311.0,316.0,30.0,123.0,2.0,3.0,4.0,8.0,8.0,20.0,4124563.0,False,Harare,Credit,Cabs Bank
389.0,312.0,316.0,30.0,123.0,2.0,3.0,4.0,6.0,3.0,337.0,4124563.0,False,Bulawayo,Debit,AgriBank
392.0,722.0,274.0,81.0,63.0,262.0,7.0,5.0,5.0,8.0,30.0,4124563.0,False,Nyanga,Debit,Cabs Bank
392.0,722.0,274.0,81.0,63.0,262.0,7.0,5.0,5.0,8.0,30.0,4124563.0,False,Harare,Credit,Cabs Bank
392.0,745.0,276.0,18.0,46.0,187.0,6.0,5.0,3.0,9.0,86.0,4124563.0,False,Bulawayo,Credit,FBC Bank
417.0,323.0,14.0,9.0,120.0,4.0,4.0,4.0,5.0,3.0,13.0,4136433.0,True,Kadoma,Debit,FBC Bank
439.0,763.0,22.0,152.0,7.0,11.0,4.0,5.0,3.0,2.0,1518.0,4140717.0,False,Bindura,Credit,AgriBank
439.0,763.0,22.0,152.0,7.0,11.0,4.0,5.0,3.0,2.0,1287.0,4140717.0,False,Bulawayo,Credit,Steward Bank
437.0,268.0,27.0,250.0,81.0,183.0,582.0,2.0,1.0,2.0,396.0,4140717.0,False,Bulawayo,Credit,FBC Bank
439.0,763.0,22.0,152.0,7.0,11.0,4.0,5.0,3.0,2.0,3433.0,4140717.0,False,Kadoma,Credit,FBC Bank
437.0,268.0,27.0,250.0,81.0,183.0,582.0,2.0,1.0,2.0,1239.0,4140717.0,False,Marondera,Credit,AgriBank
437.0,344.0,21.0,18.0,117.0,85.0,15.0,4.0,13.0,2.0,1343.0,4140717.0,True,Kadoma,Credit,Cabs Bank
439.0,759.0,84.0,156.0,8.0,12.0,4.0,5.0,3.0,3.0,438.0,4141965.0,False,Harare,Credit,FBC Bank
437.0,332.0,49.0,21.0,114.0,18.0,4.0,4.0,6.0,3.0,950.0,4141965.0,True,Kadoma,Credit,Cabs Bank
493.0,365.0,12.0,62.0,103.0,16.0,12.0,4.0,5.0,1.0,83.0,4144928.0,False,Bindura,Credit,FBC Bank
491.0,765.0,27.0,149.0,8.0,11.0,4.0,4.0,3.0,2.0,2803.0,4144928.0,False,Bulawayo,Credit,Banc ABC
493.0,316.0,19.0,91.0,111.0,50.0,15.0,4.0,13.0,1.0,46.0,4144928.0,False,Bindura,Debit,Cabs Bank
493.0,305.0,11.0,35.0,132.0,59.0,3.0,4.0,5.0,3.0,61.0,4144928.0,False,Bulawayo,Debit,FBC Bank
493.0,347.0,13.0,13.0,88.0,45.0,11.0,4.0,6.0,2.0,21.0,4144928.0,False,Bulawayo,Credit,Steward Bank
491.0,765.0,27.0,149.0,8.0,11.0,4.0,4.0,3.0,2.0,913.0,4144928.0,False,Hwange,Credit,FBC Bank
491.0,765.0,27.0,149.0,8.0,11.0,4.0,4.0,3.0,2.0,21.0,4144928.0,False,Harare,Debit,CBZ Bank
493.0,305.0,11.0,35.0,132.0,59.0,3.0,4.0,5.0,3.0,60.0,4144928.0,False,Bulawayo,Debit,FBC Bank
493.0,343.0,16.0,11.0,119.0,90.0,15.0,4.0,12.0,2.0,32.0,4144928.0,False,Hwange,Debit,AgriBank
493.0,319.0,10.0,6.0,121.0,11.0,4.0,4.0,5.0,3.0,379.0,4144928.0,False,Harare,Credit,Cabs Bank
493.0,319.0,10.0,6.0,121.0,11.0,4.0,4.0,5.0,3.0,379.0,4144928.0,False,Hwange,Credit,FBC Bank
493.0,319.0,10.0,5.0,121.0,11.0,4.0,4.0,8.0,8.0,379.0,4144928.0,False,Bulawayo,Credit,CBZ Bank
493.0,319.0,10.0,5.0,121.0,11.0,4.0,4.0,8.0,8.0,379.0,4144928.0,False,Harare,Credit,FBC Bank
493.0,347.0,13.0,13.0,88.0,45.0,11.0,4.0,6.0,2.0,7.0,4144928.0,False,Harare,Debit,FBC Bank
493.0,319.0,10.0,6.0,121.0,11.0,4.0,4.0,5.0,3.0,119.0,4144928.0,False,Kadoma,Credit,FBC Bank
491.0,765.0,27.0,149.0,8.0,11.0,4.0,4.0,3.0,2.0,666.0,4144928.0,False,Harare,Debit,AgriBank
493.0,316.0,19.0,91.0,111.0,50.0,15.0,4.0,8.0,1.0,9.0,4144928.0,False,Harare,Credit,Cabs Bank
493.0,344.0,14.0,4.0,91.0,27.0,12.0,4.0,13.0,3.0,15.0,4144928.0,False,Bulawayo,Credit,AgriBank
493.0,305.0,11.0,35.0,132.0,59.0,3.0,4.0,4.0,4.0,60.0,4144928.0,False,Harare,Credit,Cabs Bank
493.0,347.0,13.0,13.0,88.0,45.0,11.0,4.0,6.0,2.0,20.0,4144928.0,False,Harare,Credit,Cabs Bank
493.0,322.0,16.0,69.0,83.0,65.0,12.0,4.0,13.0,2.0,29.0,4144928.0,False,Marondera,Credit,Cabs Bank
491.0,765.0,27.0,149.0,8.0,11.0,4.0,4.0,3.0,2.0,527.0,4144928.0,False,Bulawayo,Debit,First Capital Bank
493.0,365.0,12.0,62.0,103.0,16.0,12.0,4.0,5.0,1.0,15.0,4144928.0,False,Bulawayo,Debit,Steward Bank
493.0,305.0,11.0,35.0,132.0,59.0,3.0,4.0,4.0,4.0,61.0,4144928.0,False,Harare,Credit,Cabs Bank
493.0,330.0,14.0,37.0,76.0,106.0,11.0,4.0,4.0,1.0,241.0,4144928.0,False,Marondera,Credit,Cabs Bank
493.0,365.0,12.0,62.0,103.0,16.0,12.0,4.0,5.0,1.0,50.0,4144928.0,False,Harare,Credit,NMB Bank
491.0,765.0,27.0,149.0,8.0,11.0,4.0,4.0,3.0,2.0,1087.0,4144928.0,False,Harare,Credit,Cabs Bank
493.0,365.0,12.0,62.0,101.0,17.0,12.0,4.0,7.0,1.0,28.0,4144928.0,False,Harare,Credit,Banc ABC
491.0,765.0,27.0,149.0,8.0,11.0,4.0,4.0,3.0,2.0,82.0,4144928.0,False,Bulawayo,Credit,First Capital Bank
493.0,316.0,19.0,91.0,111.0,50.0,15.0,4.0,13.0,1.0,3.0,4144928.0,False,Bindura,Credit,AgriBank
493.0,365.0,12.0,62.0,103.0,16.0,12.0,4.0,5.0,1.0,44.0,4144928.0,False,Bulawayo,Credit,Cabs Bank
493.0,305.0,11.0,35.0,132.0,59.0,3.0,4.0,4.0,4.0,60.0,4144928.0,False,Kwekwe,Credit,Cabs Bank
493.0,322.0,9.0,15.0,118.0,1.0,4.0,4.0,7.0,6.0,17.0,4144928.0,False,Harare,Credit,Cabs Bank
493.0,322.0,9.0,14.0,118.0,1.0,4.0,4.0,10.0,18.0,4245.0,4144928.0,False,Bulawayo,Credit,FBC Bank
491.0,765.0,27.0,149.0,8.0,11.0,4.0,4.0,3.0,2.0,1477.0,4144928.0,False,Harare,Credit,CBZ Bank
493.0,320.0,16.0,69.0,84.0,65.0,12.0,4.0,13.0,2.0,30.0,4144928.0,False,Nyanga,Credit,AgriBank
493.0,347.0,13.0,13.0,88.0,45.0,11.0,4.0,6.0,2.0,36.0,4144928.0,False,Kwekwe,Debit,First Capital Bank
493.0,347.0,13.0,13.0,88.0,45.0,11.0,4.0,6.0,2.0,42.0,4144928.0,False,Harare,Debit,Cabs Bank
491.0,765.0,27.0,149.0,8.0,11.0,4.0,4.0,3.0,2.0,66.0,4144928.0,False,Bindura,Credit,FBC Bank
493.0,323.0,17.0,67.0,104.0,21.0,14.0,4.0,13.0,2.0,48.0,4144928.0,False,Kwekwe,Credit,CBZ Bank
493.0,347.0,13.0,13.0,88.0,45.0,11.0,4.0,6.0,2.0,24.0,4144928.0,False,Nyanga,Credit,Cabs Bank
493.0,346.0,13.0,10.0,88.0,49.0,11.0,4.0,4.0,1.0,240.0,4144928.0,False,Bulawayo,Credit,FBC Bank
491.0,765.0,27.0,149.0,8.0,11.0,4.0,4.0,3.0,2.0,42.0,4144928.0,False,Kadoma,Credit,Cabs Bank
493.0,305.0,11.0,35.0,132.0,59.0,3.0,4.0,4.0,4.0,60.0,4144928.0,False,Kadoma,Credit,CBZ Bank
493.0,347.0,13.0,13.0,88.0,45.0,11.0,4.0,6.0,2.0,22.0,4144928.0,False,Bindura,Debit,Banc ABC
493.0,320.0,16.0,69.0,84.0,65.0,12.0,4.0,12.0,2.0,29.0,4144928.0,False,Harare,Credit,NMB Bank
491.0,765.0,27.0,149.0,8.0,11.0,4.0,4.0,3.0,2.0,1646.0,4144928.0,False,Bulawayo,Credit,Steward Bank
493.0,350.0,16.0,7.0,130.0,134.0,16.0,4.0,6.0,1.0,2.0,4144928.0,False,Hwange,Credit,CBZ Bank
493.0,338.0,14.0,12.0,81.0,75.0,11.0,4.0,6.0,2.0,27.0,4144928.0,False,Bulawayo,Credit,FBC Bank
491.0,765.0,27.0,149.0,8.0,11.0,4.0,4.0,3.0,2.0,29.0,4144928.0,False,Harare,Credit,FBC Bank
493.0,351.0,13.0,23.0,92.0,33.0,12.0,4.0,4.0,1.0,59.0,4144928.0,False,Bulawayo,Credit,FBC Bank
493.0,365.0,12.0,62.0,103.0,16.0,12.0,4.0,5.0,1.0,33.0,4144928.0,False,Nyanga,Debit,FBC Bank
493.0,320.0,16.0,69.0,84.0,65.0,12.0,4.0,12.0,2.0,29.0,4144928.0,False,Kadoma,Credit,FBC Bank
491.0,765.0,27.0,149.0,8.0,11.0,4.0,4.0,3.0,2.0,3146.0,4144928.0,False,Harare,Credit,Banc ABC
493.0,329.0,14.0,39.0,75.0,108.0,11.0,4.0,3.0,1.0,320.0,4144928.0,False,Hwange,Credit,AgriBank
493.0,323.0,17.0,67.0,104.0,21.0,14.0,4.0,13.0,2.0,63.0,4144928.0,False,Bulawayo,Credit,FBC Bank
493.0,347.0,13.0,13.0,88.0,45.0,11.0,4.0,6.0,2.0,30.0,4144928.0,False,Kadoma,Credit,CBZ Bank
493.0,347.0,13.0,13.0,88.0,45.0,11.0,4.0,6.0,2.0,25.0,4144928.0,False,Harare,Credit,Cabs Bank
493.0,347.0,13.0,13.0,88.0,45.0,11.0,4.0,6.0,2.0,19.0,4144928.0,False,Harare,Debit,Cabs Bank
493.0,347.0,13.0,13.0,88.0,45.0,11.0,4.0,6.0,2.0,28.0,4144928.0,False,Nyanga,Debit,AgriBank
493.0,305.0,11.0,35.0,132.0,59.0,3.0,4.0,4.0,4.0,66.0,4144928.0,False,Bulawayo,Credit,Cabs Bank
493.0,305.0,11.0,35.0,132.0,59.0,3.0,4.0,4.0,4.0,66.0,4144928.0,False,Bulawayo,Debit,Steward Bank
493.0,343.0,13.0,2.0,86.0,59.0,11.0,4.0,4.0,1.0,95.0,4144928.0,False,Kwekwe,Credit,FBC Bank
493.0,329.0,14.0,39.0,75.0,108.0,11.0,4.0,3.0,1.0,150.0,4144928.0,False,Bulawayo,Credit,Cabs Bank
493.0,369.0,11.0,72.0,104.0,29.0,12.0,4.0,7.0,1.0,15.0,4144928.0,False,Harare,Credit,Cabs Bank
493.0,347.0,13.0,13.0,88.0,45.0,11.0,4.0,6.0,2.0,24.0,4144928.0,False,Harare,Debit,AgriBank
493.0,329.0,14.0,39.0,74.0,111.0,11.0,4.0,5.0,2.0,180.0,4144928.0,False,Bulawayo,Credit,FBC Bank
491.0,765.0,27.0,149.0,8.0,11.0,4.0,4.0,3.0,2.0,3465.0,4144928.0,False,Bulawayo,Credit,NMB Bank
493.0,337.0,14.0,17.0,79.0,81.0,11.0,4.0,6.0,2.0,28.0,4144928.0,True,Kadoma,Credit,Banc ABC
418.0,310.0,15.0,28.0,130.0,48.0,3.0,4.0,5.0,3.0,64.0,4150010.0,False,Hwange,Credit,Banc ABC
418.0,311.0,15.0,28.0,130.0,48.0,3.0,4.0,8.0,1.0,138.0,4150010.0,False,Bindura,Debit,CBZ Bank
421.0,645.0,43.0,282.0,11.0,52.0,6.0,4.0,4.0,1.0,55.0,4150010.0,False,Kadoma,Credit,FBC Bank
418.0,309.0,15.0,31.0,130.0,51.0,3.0,4.0,5.0,3.0,258.0,4150010.0,False,Marondera,Debit,AgriBank
418.0,312.0,15.0,29.0,130.0,48.0,3.0,4.0,8.0,1.0,128.0,4150010.0,False,Bulawayo,Credit,NMB Bank
418.0,314.0,13.0,24.0,115.0,12.0,3.0,4.0,13.0,1.0,75.0,4150010.0,False,Harare,Debit,NMB Bank
420.0,763.0,22.0,152.0,7.0,11.0,4.0,5.0,3.0,2.0,120.0,4150010.0,False,Bulawayo,Credit,AgriBank
418.0,308.0,15.0,34.0,131.0,55.0,3.0,4.0,5.0,3.0,55.0,4150010.0,False,Kadoma,Credit,FBC Bank
418.0,310.0,15.0,28.0,130.0,48.0,3.0,4.0,5.0,3.0,64.0,4150010.0,False,Kwekwe,Credit,FBC Bank
418.0,311.0,15.0,28.0,130.0,48.0,3.0,4.0,8.0,1.0,136.0,4150010.0,False,Marondera,Credit,AgriBank
421.0,651.0,43.0,266.0,16.0,72.0,6.0,4.0,5.0,1.0,150.0,4150010.0,False,Kadoma,Debit,AgriBank
418.0,309.0,15.0,31.0,130.0,51.0,3.0,4.0,5.0,3.0,247.0,4150010.0,False,Harare,Credit,AgriBank
421.0,645.0,43.0,282.0,11.0,52.0,6.0,4.0,4.0,1.0,249.0,4150010.0,False,Bindura,Debit,Cabs Bank
418.0,312.0,15.0,29.0,130.0,48.0,3.0,4.0,8.0,1.0,128.0,4150010.0,False,Nyanga,Debit,Cabs Bank
418.0,314.0,13.0,24.0,115.0,12.0,3.0,4.0,13.0,1.0,75.0,4150010.0,False,Harare,Credit,Banc ABC
418.0,310.0,15.0,28.0,130.0,48.0,3.0,4.0,5.0,3.0,64.0,4150010.0,False,Bulawayo,Credit,First Capital Bank
420.0,763.0,22.0,152.0,7.0,11.0,4.0,5.0,3.0,2.0,460.0,4150010.0,False,Bulawayo,Credit,Banc ABC
418.0,311.0,15.0,28.0,130.0,48.0,3.0,4.0,8.0,1.0,136.0,4150010.0,False,Harare,Credit,Banc ABC
421.0,645.0,43.0,282.0,11.0,52.0,6.0,4.0,4.0,1.0,170.0,4150010.0,False,Harare,Credit,FBC Bank
418.0,312.0,15.0,29.0,130.0,48.0,3.0,4.0,8.0,1.0,128.0,4150010.0,False,Kwekwe,Debit,CBZ Bank
418.0,314.0,13.0,24.0,115.0,12.0,3.0,4.0,13.0,1.0,75.0,4150010.0,False,Bulawayo,Credit,Banc ABC
418.0,310.0,15.0,28.0,130.0,48.0,3.0,4.0,5.0,3.0,64.0,4150010.0,False,Bulawayo,Debit,FBC Bank
418.0,311.0,15.0,28.0,130.0,48.0,3.0,4.0,8.0,1.0,142.0,4150010.0,False,Harare,Credit,Cabs Bank
418.0,312.0,15.0,29.0,130.0,48.0,3.0,4.0,8.0,1.0,129.0,4150010.0,False,Marondera,Debit,Banc ABC
418.0,314.0,13.0,24.0,115.0,12.0,3.0,4.0,13.0,1.0,75.0,4150010.0,False,Bulawayo,Debit,AgriBank
420.0,737.0,27.0,16.0,46.0,168.0,6.0,5.0,3.0,9.0,68.0,4150010.0,False,Hwange,Debit,AgriBank
420.0,737.0,27.0,16.0,46.0,168.0,6.0,5.0,3.0,9.0,135.0,4150010.0,False,Kadoma,Debit,FBC Bank
418.0,333.0,19.0,35.0,76.0,100.0,11.0,4.0,5.0,2.0,222.0,4150010.0,False,Bulawayo,Credit,FBC Bank
418.0,311.0,15.0,28.0,130.0,48.0,3.0,4.0,8.0,1.0,142.0,4150010.0,False,Harare,Credit,Cabs Bank
418.0,310.0,15.0,28.0,130.0,48.0,3.0,4.0,5.0,3.0,64.0,4150010.0,False,Kadoma,Credit,Cabs Bank
420.0,765.0,22.0,145.0,9.0,18.0,4.0,5.0,8.0,1.0,495.0,4150010.0,False,Harare,Credit,NMB Bank
421.0,645.0,43.0,282.0,11.0,52.0,6.0,4.0,4.0,1.0,39.0,4150010.0,False,Bindura,Credit,FBC Bank
420.0,737.0,27.0,16.0,46.0,168.0,6.0,5.0,3.0,9.0,56.0,4150010.0,False,Harare,Credit,Cabs Bank
418.0,334.0,19.0,33.0,77.0,97.0,11.0,4.0,6.0,2.0,128.0,4150010.0,False,Harare,Credit,Banc ABC
418.0,309.0,15.0,31.0,130.0,51.0,3.0,4.0,5.0,3.0,181.0,4150010.0,False,Bulawayo,Credit,FBC Bank
418.0,333.0,19.0,35.0,76.0,100.0,11.0,4.0,4.0,1.0,181.0,4150010.0,False,Kadoma,Credit,AgriBank
418.0,333.0,19.0,35.0,76.0,100.0,11.0,4.0,5.0,2.0,71.0,4150010.0,False,Harare,Debit,FBC Bank
418.0,312.0,15.0,29.0,130.0,48.0,3.0,4.0,8.0,1.0,129.0,4150010.0,False,Bulawayo,Debit,Cabs Bank
418.0,311.0,15.0,28.0,130.0,48.0,3.0,4.0,8.0,1.0,148.0,4150010.0,False,Bulawayo,Debit,AgriBank
421.0,645.0,43.0,282.0,11.0,52.0,6.0,4.0,4.0,1.0,25.0,4150010.0,False,Bindura,Credit,AgriBank
420.0,737.0,27.0,16.0,46.0,168.0,6.0,5.0,3.0,9.0,59.0,4150010.0,False,Nyanga,Credit,Banc ABC
420.0,737.0,27.0,16.0,46.0,168.0,6.0,5.0,3.0,9.0,54.0,4150010.0,False,Harare,Credit,FBC Bank
418.0,308.0,15.0,34.0,131.0,55.0,3.0,4.0,5.0,3.0,60.0,4150010.0,False,Kadoma,Credit,Standard Bank
418.0,308.0,15.0,34.0,131.0,55.0,3.0,4.0,5.0,3.0,60.0,4150010.0,False,Bulawayo,Credit,AgriBank
418.0,310.0,15.0,28.0,130.0,48.0,3.0,4.0,5.0,3.0,1.0,4150010.0,False,Nyanga,Debit,Cabs Bank
420.0,765.0,22.0,145.0,9.0,18.0,4.0,5.0,8.0,1.0,1845.0,4150010.0,False,Nyanga,Credit,AgriBank
418.0,311.0,15.0,28.0,130.0,48.0,3.0,4.0,8.0,1.0,148.0,4150010.0,False,Bulawayo,Credit,Cabs Bank
420.0,737.0,27.0,16.0,46.0,168.0,6.0,5.0,3.0,9.0,47.0,4150010.0,False,Harare,Debit,Cabs Bank
418.0,311.0,15.0,28.0,130.0,48.0,3.0,4.0,8.0,1.0,129.0,4150010.0,False,Harare,Credit,Banc ABC
420.0,737.0,27.0,16.0,46.0,168.0,6.0,5.0,3.0,9.0,47.0,4150010.0,False,Hwange,Credit,FBC Bank
420.0,737.0,27.0,18.0,46.0,170.0,6.0,5.0,3.0,9.0,17.0,4150010.0,False,Kwekwe,Debit,AgriBank
420.0,737.0,27.0,16.0,46.0,169.0,6.0,5.0,3.0,9.0,691.0,4150010.0,False,Nyanga,Debit,Steward Bank
418.0,308.0,15.0,34.0,131.0,55.0,3.0,4.0,5.0,3.0,60.0,4150010.0,False,Marondera,Credit,First Capital Bank
418.0,352.0,12.0,87.0,98.0,94.0,5.0,4.0,7.0,3.0,48.0,4150010.0,False,Bulawayo,Credit,NMB Bank
420.0,763.0,22.0,152.0,7.0,11.0,4.0,5.0,3.0,2.0,200.0,4150010.0,False,Kadoma,Credit,Banc ABC
418.0,309.0,15.0,31.0,130.0,51.0,3.0,4.0,5.0,3.0,242.0,4150010.0,False,Hwange,Debit,FBC Bank
418.0,311.0,15.0,28.0,130.0,48.0,3.0,4.0,8.0,1.0,148.0,4150010.0,False,Kadoma,Credit,Cabs Bank
418.0,311.0,15.0,28.0,130.0,48.0,3.0,4.0,8.0,1.0,128.0,4150010.0,False,Harare,Credit,AgriBank
420.0,737.0,27.0,16.0,46.0,168.0,6.0,5.0,3.0,9.0,54.0,4150010.0,False,Kwekwe,Debit,FBC Bank
420.0,763.0,22.0,152.0,7.0,11.0,4.0,5.0,3.0,2.0,90.0,4150010.0,False,Kadoma,Credit,Cabs Bank
420.0,737.0,27.0,16.0,46.0,169.0,6.0,5.0,3.0,9.0,691.0,4150010.0,False,Bulawayo,Credit,AgriBank
418.0,308.0,15.0,34.0,131.0,55.0,3.0,4.0,5.0,3.0,60.0,4150010.0,False,Nyanga,Debit,FBC Bank
418.0,311.0,15.0,28.0,130.0,48.0,3.0,4.0,8.0,1.0,148.0,4150010.0,False,Kadoma,Credit,Cabs Bank
420.0,737.0,27.0,16.0,46.0,168.0,6.0,5.0,3.0,9.0,73.0,4150010.0,False,Bulawayo,Debit,Standard Bank
420.0,737.0,27.0,16.0,46.0,168.0,6.0,5.0,3.0,9.0,117.0,4150010.0,False,Nyanga,Debit,FBC Bank
420.0,763.0,22.0,152.0,7.0,11.0,4.0,5.0,3.0,2.0,200.0,4150010.0,False,Harare,Debit,Cabs Bank
418.0,314.0,13.0,24.0,115.0,12.0,3.0,4.0,13.0,1.0,90.0,4150010.0,False,Bulawayo,Credit,Banc ABC
421.0,645.0,43.0,282.0,11.0,52.0,6.0,4.0,4.0,1.0,31.0,4150010.0,False,Harare,Debit,FBC Bank
417.0,105.0,31.0,433.0,101.0,14.0,11.0,4.0,9.0,8.0,39.0,4150010.0,False,Harare,Credit,Cabs Bank
417.0,105.0,31.0,433.0,101.0,14.0,11.0,4.0,9.0,8.0,39.0,4150010.0,False,Kadoma,Debit,First Capital Bank
417.0,105.0,31.0,433.0,101.0,14.0,11.0,4.0,9.0,8.0,39.0,4150010.0,False,Harare,Debit,First Capital Bank
417.0,105.0,31.0,433.0,101.0,14.0,11.0,4.0,9.0,8.0,39.0,4150010.0,False,Kwekwe,Credit,AgriBank
417.0,105.0,31.0,433.0,101.0,14.0,11.0,4.0,9.0,8.0,39.0,4150010.0,False,Hwange,Debit,AgriBank
418.0,334.0,19.0,33.0,77.0,97.0,11.0,4.0,6.0,2.0,129.0,4150010.0,False,Kadoma,Debit,AgriBank
421.0,703.0,32.0,93.0,30.0,111.0,3.0,5.0,3.0,7.0,180.0,4150010.0,False,Harare,Credit,FBC Bank
440.0,751.0,291.0,168.0,11.0,14.0,4.0,5.0,3.0,2.0,1000.0,4161401.0,False,Bulawayo,Credit,FBC Bank
440.0,751.0,291.0,168.0,11.0,14.0,4.0,5.0,3.0,2.0,70.0,4161401.0,False,Bulawayo,Credit,First Capital Bank
440.0,751.0,291.0,168.0,11.0,14.0,4.0,5.0,3.0,2.0,1458.0,4161401.0,False,Marondera,Credit,Cabs Bank
440.0,751.0,291.0,168.0,11.0,14.0,4.0,5.0,3.0,2.0,350.0,4161401.0,False,Bulawayo,Credit,FBC Bank
437.0,336.0,256.0,5.0,115.0,4.0,4.0,4.0,5.0,3.0,814.0,4161401.0,False,Bulawayo,Debit,FBC Bank
441.0,640.0,312.0,250.0,12.0,69.0,6.0,5.0,5.0,1.0,98.0,4161401.0,False,Harare,Credit,FBC Bank
440.0,751.0,291.0,168.0,11.0,14.0,4.0,5.0,3.0,2.0,300.0,4161401.0,False,Bulawayo,Debit,Banc ABC
440.0,751.0,291.0,168.0,11.0,14.0,4.0,5.0,3.0,2.0,1378.0,4161401.0,False,Kadoma,Credit,FBC Bank
440.0,751.0,291.0,168.0,11.0,14.0,4.0,5.0,3.0,2.0,1474.0,4161401.0,False,Bindura,Credit,FBC Bank
440.0,751.0,291.0,168.0,11.0,14.0,4.0,5.0,3.0,2.0,526.0,4161401.0,False,Harare,Credit,NMB Bank
441.0,640.0,312.0,250.0,12.0,69.0,6.0,5.0,5.0,1.0,62.0,4161401.0,False,Bindura,Debit,Banc ABC
441.0,640.0,312.0,250.0,12.0,69.0,6.0,5.0,5.0,1.0,93.0,4161401.0,False,Bindura,Credit,FBC Bank
440.0,751.0,291.0,168.0,11.0,14.0,4.0,5.0,3.0,2.0,1000.0,4161401.0,False,Harare,Credit,Cabs Bank
440.0,751.0,291.0,168.0,11.0,14.0,4.0,5.0,3.0,2.0,800.0,4161401.0,False,Hwange,Credit,Cabs Bank
440.0,751.0,291.0,168.0,11.0,14.0,4.0,5.0,3.0,2.0,1000.0,4161401.0,False,Hwange,Credit,AgriBank
440.0,751.0,291.0,168.0,11.0,14.0,4.0,5.0,3.0,2.0,707.0,4161401.0,False,Marondera,Debit,Cabs Bank
440.0,751.0,291.0,168.0,11.0,14.0,4.0,5.0,3.0,2.0,2426.0,4161401.0,False,Bulawayo,Debit,Steward Bank
